Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Brand,Model,Age,Country
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,9581.0,2013,65000,Diesel,Automatic,First,21.5,1498,108.5,5.0,Volkswagen,Vento 1.5 Highline Plus AT 16 Alloy,11,Germany
Ford Figo Diesel Titanium,Jaipur,3219.22,2010,66123,Diesel,Manual,Second,20.0,1399,68.0,5.0,Ford,Figo Diesel Titanium,14,USA
BMW X5 xDrive 30d,Mumbai,68983.2,2015,41000,Diesel,Automatic,First,15.3,2993,258.0,5.0,BMW,X5 xDrive 30d,9,Germany
Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,51599.43,2017,23550,Diesel,Automatic,First,19.27,2143,167.62,5.0,Mercedes-Benz,New C-Class C 220 CDI Style,7,Germany
Honda Brio V MT,Bangalore,5595.3,2012,45000,Petrol,Manual,Second,19.4,1198,86.8,5.0,Honda,Brio V MT,12,Japan
Hyundai i10 Magna 1.2,Delhi,4215.64,2013,60000,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Magna 1.2,11,South Korea
Mercedes-Benz GLC 220,Bangalore,65150.8,2016,44414,Diesel,Automatic,First,17.9,2143,170.0,5.0,Mercedes-Benz,GLC 220,8,Germany
Hyundai Grand i10 1.2 Kappa Asta,Kolkata,9964.24,2019,1000,Petrol,Manual,First,18.9,1197,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Asta,5,South Korea
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,29126.24,2012,62500,Diesel,Automatic,Second,17.68,1968,174.33,5.0,Audi,A6 2011-2015 2.0 TDI Premium Plus,12,Germany
Volkswagen Vento Petrol Highline AT,Mumbai,6821.67,2013,21000,Petrol,Automatic,Second,14.4,1598,103.6,5.0,Volkswagen,Vento Petrol Highline AT,11,Germany
Mini Countryman Cooper D,Jaipur,35258.08,2017,8525,Diesel,Automatic,Second,16.6,1998,112.0,5.0,Mini,Countryman Cooper D,7,UK
Hyundai i20 Asta 1.4 CRDi,Bangalore,12800.22,2014,29000,Diesel,Manual,First,22.54,1396,88.73,5.0,Hyundai,i20 Asta 1.4 CRDi,10,South Korea
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,35181.43,2014,40000,Diesel,Automatic,First,17.68,1968,174.33,5.0,Audi,A6 2011-2015 2.0 TDI Premium Plus,10,Germany
Chevrolet Beat Diesel LT,Jaipur,2299.44,2012,88000,Diesel,Manual,First,25.44,936,57.6,5.0,Chevrolet,Beat Diesel LT,12,USA
Skoda Superb Elegance 1.8 TSI AT,Kochi,10562.09,2012,53537,Petrol,Automatic,First,13.7,1798,157.75,5.0,Skoda,Superb Elegance 1.8 TSI AT,12,Czech Republic
Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2222.79,2006,216000,Diesel,Manual,Second,17.8,1399,68.0,5.0,Ford,Fiesta 1.4 TDCi EXI Limited Edition,18,USA
BMW 5 Series 520d Luxury Line,Hyderabad,51354.16,2014,51000,Diesel,Automatic,First,22.48,1995,190.0,5.0,BMW,5 Series 520d Luxury Line,10,Germany
Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,1916.2,2007,118500,Petrol,Manual,First,12.9,1598,102.5,5.0,Chevrolet,Optra Magnum 1.6 LS BS3,17,USA
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,6438.43,2012,63000,Diesel,Manual,First,22.07,1199,73.9,5.0,Volkswagen,Polo Diesel Highline 1.2L,12,Germany
Renault Lodgy 110PS RxZ 8 Seater,Mumbai,10347.48,2015,25000,Diesel,Manual,First,19.98,1461,108.5,8.0,Renault,Lodgy 110PS RxZ 8 Seater,9,France
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,49054.72,2014,37382,Diesel,Automatic,First,13.0,2143,201.1,5.0,Mercedes-Benz,E-Class E250 CDI Avantgrade,10,Germany
Maruti Baleno Alpha,Kochi,11497.2,2017,24773,Petrol,Manual,First,21.4,1197,83.1,5.0,Maruti,Baleno Alpha,7,India
Hyundai Verna 1.6 SX,Delhi,7051.62,2012,62000,Diesel,Manual,First,22.32,1582,126.32,5.0,Hyundai,Verna 1.6 SX,12,South Korea
Hyundai i10 Magna 1.1,Kochi,6193.16,2017,52340,Petrol,Manual,First,19.81,1086,68.05,5.0,Hyundai,i10 Magna 1.1,7,South Korea
Mahindra Scorpio 1.99 S10 4WD,Kochi,15804.82,2016,56739,Diesel,Manual,First,15.4,1997,120.0,7.0,Mahindra,Scorpio 1.99 S10 4WD,8,India
Land Rover Range Rover 2.2L Dynamic,Coimbatore,85477.85,2018,36091,Diesel,Automatic,First,12.7,2179,187.7,5.0,Land,Rover Range Rover 2.2L Dynamic,6,UK
Ford Figo Diesel ZXI,Chennai,3985.7,2010,120000,Diesel,Manual,First,20.0,1399,68.0,5.0,Ford,Figo Diesel ZXI,14,USA
Maruti Ertiga ZDI,Mumbai,13030.16,2016,33000,Diesel,Manual,First,25.47,1248,88.5,7.0,Maruti,Ertiga ZDI,8,India
Honda City 1.5 GXI,Ahmedabad,4522.23,2007,60006,Petrol,Manual,First,12.8,1493,100.0,5.0,Honda,City 1.5 GXI,17,Japan
Honda Amaze S i-Dtech,Kolkata,5365.36,2014,52000,Diesel,Manual,First,25.8,1498,98.6,5.0,Honda,Amaze S i-Dtech,10,Japan
Hyundai i10 Magna,Jaipur,5442.01,2015,43571,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Magna,9,South Korea
Honda Amaze S i-Dtech,Kolkata,4982.12,2013,50000,Diesel,Manual,First,25.8,1498,98.6,5.0,Honda,Amaze S i-Dtech,11,Japan
Skoda Laura Ambiente,Hyderabad,6898.32,2008,113000,Diesel,Manual,First,17.5,1896,106.0,5.0,Skoda,Laura Ambiente,16,Czech Republic
Renault Duster 85PS Diesel RxL,Delhi,8201.34,2014,90000,Diesel,Manual,First,19.87,1461,83.8,5.0,Renault,Duster 85PS Diesel RxL,10,France
Mahindra NuvoSport N6,Chennai,9964.24,2017,29000,Diesel,Manual,Second,17.45,1493,100.0,7.0,Mahindra,NuvoSport N6,7,India
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,13796.64,2016,20000,Diesel,Manual,First,24.3,1248,88.5,5.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,8,India
Hyundai i20 Asta Option 1.2,Kochi,9197.76,2016,61012,Petrol,Manual,First,18.6,1197,81.83,5.0,Hyundai,i20 Asta Option 1.2,8,South Korea
Skoda Fabia 1.4 MPI Ambiente,Jaipur,4215.64,2009,87459,Petrol,Manual,First,14.7,1390,85.0,5.0,Skoda,Fabia 1.4 MPI Ambiente,15,Czech Republic
Tata Indigo eCS GLX,Pune,2299.44,2010,70500,Petrol,Manual,First,15.64,1193,64.1,5.0,Tata,Indigo eCS GLX,14,India
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,30505.9,2015,64103,Diesel,Automatic,First,15.73,1968,174.33,5.0,Audi,Q3 2012-2015 35 TDI Quattro Premium Plus,9,Germany
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,15329.6,2014,76000,Petrol,Automatic,First,14.7,1798,177.5,5.0,Skoda,Octavia Elegance 1.8 TSI AT,10,Czech Republic
Toyota Etios Liva GD SP,Delhi,4598.88,2014,104000,Diesel,Manual,First,23.59,1364,67.06,5.0,Toyota,Etios Liva GD SP,10,Japan
Maruti Swift 1.3 VXi,Kolkata,3234.55,2010,42001,Petrol,Manual,First,24.8,1197,80.6,5.0,Maruti,Swift 1.3 VXi,14,India
Mercedes-Benz B Class B180,Kochi,18334.2,2014,37245,Petrol,Automatic,First,14.8,1595,120.7,5.0,Mercedes-Benz,B Class B180,10,Germany
Honda Amaze S Diesel,Kolkata,4982.12,2013,45000,Diesel,Manual,First,27.4,1498,98.6,5.0,Honda,Amaze S Diesel,11,Japan
Hyundai Verna 1.6 SX,Jaipur,7281.56,2012,117837,Diesel,Manual,Second,22.32,1582,126.32,5.0,Hyundai,Verna 1.6 SX,12,South Korea
Renault Duster 85PS Diesel RxL Optional,Mumbai,9121.11,2014,30000,Diesel,Manual,First,20.46,1461,83.8,5.0,Renault,Duster 85PS Diesel RxL Optional,10,France
Hyundai Creta 1.6 VTVT S,Delhi,12493.62,2015,27057,Petrol,Manual,Second,15.29,1591,121.3,5.0,Hyundai,Creta 1.6 VTVT S,9,South Korea
Maruti Wagon R AMT VXI,Mumbai,6469.09,2016,8500,Petrol,Automatic,First,20.51,998,67.0,5.0,Maruti,Wagon R AMT VXI,8,India
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,16096.08,2010,30500,Petrol,Automatic,First,11.74,1796,186.0,5.0,Mercedes-Benz,New C-Class C250 Avantgarde,14,Germany
Audi A8 L 3.0 TDI quattro,Delhi,68983.2,2012,56000,Diesel,Automatic,First,11.8,2967,246.7,5.0,Audi,A8 L 3.0 TDI quattro,12,Germany
Hyundai i10 Magna 1.1,Pune,4445.58,2012,44000,Petrol,Manual,Second,19.81,1086,68.05,5.0,Hyundai,i10 Magna 1.1,12,South Korea
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,13643.34,2017,10500,Petrol,Automatic,First,14.3,1598,103.52,5.0,Skoda,Rapid 1.6 MPI AT Style Black Package,7,Czech Republic
Skoda Superb Style 1.8 TSI AT,Hyderabad,39856.96,2017,26000,Petrol,Automatic,First,14.67,1798,177.46,5.0,Skoda,Superb Style 1.8 TSI AT,7,Czech Republic
Hyundai i20 Active 1.2 SX,Coimbatore,12600.93,2018,25166,Petrol,Manual,First,17.19,1197,81.86,5.0,Hyundai,i20 Active 1.2 SX,6,South Korea
Honda Amaze VX i-DTEC,Kolkata,5365.36,2014,64000,Diesel,Manual,Second,25.8,1498,98.6,5.0,Honda,Amaze VX i-DTEC,10,Japan
Maruti Wagon R LXI,Chennai,1916.2,2004,61000,Petrol,Manual,Second,18.9,998,67.1,5.0,Maruti,Wagon R LXI,20,India
Mahindra Verito 1.5 D4 BSIV,Hyderabad,5671.95,2013,107000,Diesel,Manual,First,21.03,1461,65.0,5.0,Mahindra,Verito 1.5 D4 BSIV,11,India
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,60413.95,2018,29161,Diesel,Automatic,First,19.27,2143,167.62,5.0,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,6,Germany
Maruti Wagon R VXI,Kolkata,4062.34,2013,32000,Petrol,Manual,First,22.5,998,67.04,5.0,Maruti,Wagon R VXI,11,India
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,13674.0,2015,46173,Diesel,Manual,Second,19.01,1461,108.5,5.0,Nissan,Terrano XV Premium 110 PS Anniversary Edition,9,Japan
Mini Cooper Convertible S,Kochi,54680.68,2017,26327,Petrol,Automatic,First,16.82,1998,189.08,4.0,Mini,Cooper Convertible S,7,UK
Ford Figo Diesel,Bangalore,5518.66,2015,70436,Diesel,Manual,First,0.0,1498,99.0,5.0,Ford,Figo Diesel,9,USA
Tata Indica V2 DLS BSII,Jaipur,1303.02,2007,200000,Diesel,Manual,Second,17.2,1396,53.5,5.0,Tata,Indica V2 DLS BSII,17,India
Chevrolet Beat LT,Kochi,5089.43,2016,60813,Petrol,Manual,Second,18.6,1199,76.8,5.0,Chevrolet,Beat LT,8,USA
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,5518.66,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5.0,Volkswagen,Polo Diesel Comfortline 1.2L,12,Germany
Maruti Swift ZDi,Hyderabad,10424.13,2016,64000,Diesel,Manual,First,22.9,1248,74.0,5.0,Maruti,Swift ZDi,8,India
Ford Figo Diesel EXI,Kolkata,3832.4,2012,41284,Diesel,Manual,First,20.0,1399,68.05,5.0,Ford,Figo Diesel EXI,12,USA
Toyota Innova Crysta 2.8 GX AT,Kochi,30107.33,2019,14165,Diesel,Automatic,First,11.36,2755,171.5,7.0,Toyota,Innova Crysta 2.8 GX AT,5,Japan
Hyundai Santa Fe 4x4 AT,Mumbai,10730.72,2011,67000,Diesel,Automatic,Second,11.72,2199,194.3,7.0,Hyundai,Santa Fe 4x4 AT,13,South Korea
Honda City i-VTEC V,Kolkata,5932.56,2011,32572,Petrol,Manual,First,17.4,1497,117.3,5.0,Honda,City i-VTEC V,13,Japan
Hyundai i20 1.2 Magna Executive,Kochi,9611.66,2018,14960,Petrol,Manual,First,18.6,1197,81.83,5.0,Hyundai,i20 1.2 Magna Executive,6,South Korea
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,27777.24,2015,55980,Diesel,Automatic,First,19.27,2143,167.62,5.0,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,9,Germany
Chevrolet Beat Diesel LT,Mumbai,4062.34,2013,74000,Diesel,Manual,First,25.44,936,57.6,5.0,Chevrolet,Beat Diesel LT,11,USA
Hyundai i20 Sportz 1.4 CRDi,Kochi,11037.31,2015,56847,Diesel,Manual,First,22.54,1396,88.73,5.0,Hyundai,i20 Sportz 1.4 CRDi,9,South Korea
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,21921.33,2015,121374,Diesel,Manual,First,12.99,2494,100.6,7.0,Toyota,Innova 2.5 Z Diesel 7 Seater,9,Japan
Maruti Ertiga VDI,Chennai,10577.42,2013,52000,Diesel,Manual,First,20.77,1248,88.76,7.0,Maruti,Ertiga VDI,11,India
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,16479.32,2014,118000,Diesel,Manual,First,12.8,2494,102.0,7.0,Toyota,Innova 2.5 V Diesel 7-seater,10,Japan
Honda City i VTEC V,Kochi,12401.65,2016,33915,Petrol,Manual,First,17.8,1497,117.3,5.0,Honda,City i VTEC V,8,Japan
BMW X1 sDrive20d,Ahmedabad,28359.76,2014,82002,Diesel,Automatic,First,17.05,1995,184.0,5.0,BMW,X1 sDrive20d,10,Germany
Hyundai Grand i10 CRDi Era,Mumbai,7281.56,2017,33000,Diesel,Manual,First,24.0,1120,70.0,5.0,Hyundai,Grand i10 CRDi Era,7,South Korea
Maruti Ciaz 1.3 Alpha,Chennai,12953.51,2016,34000,Diesel,Manual,First,28.09,1248,88.5,5.0,Maruti,Ciaz 1.3 Alpha,8,India
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,5365.36,2012,55000,Diesel,Manual,First,20.5,1598,103.6,5.0,Skoda,Rapid Leisure 1.6 TDI MT,12,Czech Republic
Hyundai Accent CRDi,Kochi,2759.33,2006,160538,Diesel,Manual,First,13.1,1493,82.0,5.0,Hyundai,Accent CRDi,18,South Korea
Volkswagen Polo GT 1.5 TDI,Jaipur,5671.95,2014,60000,Diesel,Manual,Second,19.91,1498,103.6,5.0,Volkswagen,Polo GT 1.5 TDI,10,Germany
Honda Jazz 1.2 VX i VTEC,Coimbatore,10991.32,2017,49575,Petrol,Manual,First,18.7,1199,88.7,5.0,Honda,Jazz 1.2 VX i VTEC,7,Japan
Hyundai i10 Era,Jaipur,2682.68,2010,83000,Petrol,Manual,First,19.81,1086,68.05,5.0,Hyundai,i10 Era,14,South Korea
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,33709.79,2018,51346,Diesel,Automatic,First,16.38,1995,183.0,5.0,Hyundai,Tucson 2.0 e-VGT 2WD AT GLS,6,South Korea
Toyota Innova Crysta 2.4 ZX MT,Pune,28589.7,2017,43000,Diesel,Manual,First,13.68,2393,147.8,7.0,Toyota,Innova Crysta 2.4 ZX MT,7,Japan
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2835.98,2011,35000,Petrol,Manual,Third,19.7,796,35.0,5.0,Maruti,Omni MPI CARGO BSIII W/ IMMOBILISER,13,India
Maruti Swift VXI BSIV,Coimbatore,9121.11,2017,27872,Petrol,Manual,Second,20.4,1197,81.8,5.0,Maruti,Swift VXI BSIV,7,India
Hyundai Grand i10 Magna,Mumbai,5748.6,2014,16514,Petrol,Manual,First,18.9,1197,82.0,5.0,Hyundai,Grand i10 Magna,10,South Korea
Maruti Swift VDI,Pune,5748.6,2012,120000,Diesel,Manual,First,22.9,1248,74.0,5.0,Maruti,Swift VDI,12,India
Hyundai Verna CRDi 1.6 SX,Hyderabad,3985.7,2008,143275,Diesel,Manual,First,22.0,1582,126.2,5.0,Hyundai,Verna CRDi 1.6 SX,16,South Korea
Hyundai i20 1.2 Sportz,Mumbai,4292.29,2010,52000,Petrol,Manual,First,17.0,1197,80.0,5.0,Hyundai,i20 1.2 Sportz,14,South Korea
Mercedes-Benz GLE 350d,Coimbatore,93955.12,2017,29819,Diesel,Automatic,First,11.57,2987,254.79,5.0,Mercedes-Benz,GLE 350d,7,Germany
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,27593.28,2014,57000,Diesel,Manual,Second,15.8,2148,170.0,5.0,Mercedes-Benz,New C-Class C 220 CDI CLASSIC,10,Germany
Maruti Ritz ZDi,Hyderabad,6668.38,2014,88500,Diesel,Manual,First,23.2,1248,73.94,5.0,Maruti,Ritz ZDi,10,India
Hyundai Creta 1.6 CRDi SX,Bangalore,21078.2,2016,28000,Diesel,Manual,First,19.67,1582,126.2,5.0,Hyundai,Creta 1.6 CRDi SX,8,South Korea
Maruti A-Star Vxi,Pune,3065.92,2010,67000,Petrol,Manual,First,19.0,998,66.1,5.0,Maruti,A-Star Vxi,14,India
Renault Duster 110PS Diesel RXZ Option,Delhi,15329.6,2016,26000,Diesel,Manual,First,19.64,1461,108.45,5.0,Renault,Duster 110PS Diesel RXZ Option,8,France
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2529.38,2010,120000,Diesel,Manual,First,17.8,1248,76.0,5.0,Fiat,Grande Punto 1.3 Emotion Pack (Diesel),14,Italy
BMW X3 xDrive30d M Sport,Coimbatore,70163.58,2017,51982,Diesel,Automatic,First,16.55,2993,258.0,5.0,BMW,X3 xDrive30d M Sport,7,Germany
Hyundai i10 Sportz,Bangalore,4982.12,2010,36000,Petrol,Manual,Second,20.36,1197,78.9,5.0,Hyundai,i10 Sportz,14,South Korea
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,19621.89,2016,47000,Diesel,Manual,First,12.8,2494,102.0,7.0,Toyota,Innova 2.5 G4 Diesel 7-seater,8,Japan
Maruti Zen VXI BSII,Mumbai,843.13,2002,60000,Petrol,Manual,Third,17.3,993,60.0,5.0,Maruti,Zen VXI BSII,22,India
Maruti Swift VDI,Hyderabad,10960.66,2018,31025,Diesel,Manual,First,28.4,1248,74.0,5.0,Maruti,Swift VDI,6,India
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,10730.72,2013,105000,Diesel,Manual,Second,12.05,2179,120.0,8.0,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV,11,India
Tata Zest Quadrajet 1.3 75PS XE,Pune,5748.6,2017,121900,Diesel,Manual,First,22.95,1248,74.0,5.0,Tata,Zest Quadrajet 1.3 75PS XE,7,India
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,13030.16,2017,22695,Petrol,Manual,First,18.88,999,123.24,5.0,Ford,EcoSport 1.0 Ecoboost Titanium Plus,7,USA
Maruti Swift Dzire ZDI,Jaipur,6668.38,2012,73000,Diesel,Manual,First,23.4,1248,74.0,5.0,Maruti,Swift Dzire ZDI,12,India
Maruti Alto 800 LXI,Kochi,4997.45,2016,32227,Petrol,Manual,First,22.74,796,47.3,5.0,Maruti,Alto 800 LXI,8,India
Honda City 1.5 S MT,Jaipur,6453.76,2011,55000,Petrol,Manual,First,17.0,1497,118.0,5.0,Honda,City 1.5 S MT,13,Japan
Audi Q7 3.0 TDI Quattro Technology,Kochi,107859.07,2018,11287,Diesel,Automatic,First,12.07,2967,241.4,7.0,Audi,Q7 3.0 TDI Quattro Technology,6,Germany
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,4522.23,2009,48000,Diesel,Automatic,Second,17.0,1896,105.0,5.0,Skoda,Laura 1.9 TDI AT Ambiente,15,Czech Republic
Hyundai Verna 1.6 SX VTVT (O),Kochi,6561.07,2012,54308,Petrol,Manual,First,17.1,1591,121.3,5.0,Hyundai,Verna 1.6 SX VTVT (O),12,South Korea
Honda City 1.5 V AT,Jaipur,5472.67,2009,78442,Petrol,Automatic,First,16.8,1497,118.0,5.0,Honda,City 1.5 V AT,15,Japan
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,4767.51,2013,46000,Diesel,Manual,First,21.9,1396,88.8,5.0,Hyundai,i20 Magna Optional 1.4 CRDi,11,South Korea
Hyundai i20 Sportz AT 1.4,Coimbatore,9136.44,2014,45051,Petrol,Automatic,First,15.0,1396,98.6,5.0,Hyundai,i20 Sportz AT 1.4,10,South Korea
Volkswagen Vento Diesel Highline,Hyderabad,7204.91,2011,69000,Diesel,Manual,First,20.54,1598,103.6,5.0,Volkswagen,Vento Diesel Highline,13,Germany
Honda City i VTEC VX,Ahmedabad,10577.42,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5.0,Honda,City i VTEC VX,10,Japan
Tata Zest Quadrajet 1.3 75PS XE,Pune,8048.04,2018,45000,Diesel,Manual,First,22.95,1248,74.0,5.0,Tata,Zest Quadrajet 1.3 75PS XE,6,India
BMW 5 Series 2003-2012 520d,Pune,42922.88,2015,64000,Diesel,Automatic,First,18.48,1995,177.0,5.0,BMW,5 Series 2003-2012 520d,9,Germany
Maruti Wagon R LXI Minor,Delhi,2069.5,2009,60000,Petrol,Manual,First,18.9,1061,67.0,5.0,Maruti,Wagon R LXI Minor,15,India
Honda Jazz VX,Delhi,7434.86,2015,62178,Petrol,Manual,First,18.2,1199,88.7,5.0,Honda,Jazz VX,9,Japan
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,10270.83,2012,58006,Diesel,Manual,First,15.0,1896,105.0,5.0,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline,12,Germany
Hyundai i10 Magna 1.2,Hyderabad,4752.18,2010,74000,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Magna 1.2,14,South Korea
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,28574.37,2015,77771,Diesel,Automatic,First,19.27,2143,170.0,5.0,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,9,Germany
Hyundai i10 Magna 1.2 iTech SE,Pune,4292.29,2012,45275,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Magna 1.2 iTech SE,12,South Korea
Toyota Innova Crysta 2.4 ZX MT,Chennai,31042.44,2016,48000,Diesel,Manual,First,13.68,2393,147.8,7.0,Toyota,Innova Crysta 2.4 ZX MT,8,Japan
Audi A6 2011-2015 2.0 TDI Technology,Kochi,41052.67,2015,31652,Diesel,Automatic,First,17.68,1968,174.33,5.0,Audi,A6 2011-2015 2.0 TDI Technology,9,Germany
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,12662.25,2010,109000,Diesel,Manual,Second,12.99,2494,100.6,7.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater,14,Japan
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,5963.21,2015,31978,Petrol,Manual,First,16.47,1198,73.9,5.0,Volkswagen,Polo Petrol Trendline 1.2L,9,Germany
Maruti Alto K10 LXI,Hyderabad,3219.22,2011,70000,Petrol,Manual,First,20.92,998,67.1,5.0,Maruti,Alto K10 LXI,13,India
Honda City i-VTEC CVT ZX,Mumbai,19453.26,2017,15000,Petrol,Automatic,First,18.0,1497,117.3,5.0,Honda,City i-VTEC CVT ZX,7,Japan
Tata Indigo LX,Coimbatore,3955.04,2013,59138,Diesel,Manual,First,17.0,1405,70.0,5.0,Tata,Indigo LX,11,India
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,31839.58,2014,61726,Diesel,Automatic,First,17.68,1968,174.33,5.0,Audi,A6 2011-2015 2.0 TDI Premium Plus,10,Germany
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,31057.77,2015,48000,Diesel,Automatic,First,17.9,2143,136.0,5.0,Mercedes-Benz,GLA Class 200 CDI SPORT,9,Germany
Maruti Celerio VXI AT,Hyderabad,6515.08,2014,77815,Petrol,Automatic,First,23.1,998,67.04,5.0,Maruti,Celerio VXI AT,10,India
Mercedes-Benz GLE 250d,Hyderabad,87378.72,2017,29000,Diesel,Automatic,First,17.9,2143,201.15,5.0,Mercedes-Benz,GLE 250d,7,Germany
Land Rover Range Rover HSE Dynamic,Delhi,67450.24,2017,44000,Diesel,Automatic,First,12.7,2179,187.7,5.0,Land,Rover Range Rover HSE Dynamic,7,UK
Volkswagen Vento Diesel Trendline,Hyderabad,5595.3,2011,108626,Diesel,Manual,First,20.54,1598,103.6,5.0,Volkswagen,Vento Diesel Trendline,13,Germany
Maruti Omni 8 Seater BSIV,Hyderabad,3142.57,2012,71791,Petrol,Manual,First,14.0,796,35.0,5.0,Maruti,Omni 8 Seater BSIV,12,India
Honda Brio 1.2 VX MT,Kochi,4798.16,2012,91931,Petrol,Manual,First,18.5,1198,86.8,5.0,Honda,Brio 1.2 VX MT,12,Japan
Tata Sumo Delux,Hyderabad,2299.44,2000,158000,Diesel,Manual,Second,14.07,2956,83.1,7.0,Tata,Sumo Delux,24,India
Tata Indica Vista Aura 1.3 Quadrajet,Pune,4368.94,2012,91183,Diesel,Manual,First,18.0,1248,75.0,5.0,Tata,Indica Vista Aura 1.3 Quadrajet,12,India
Maruti Wagon R LXI BS IV,Delhi,4062.34,2012,65000,Petrol,Manual,First,18.9,998,67.1,5.0,Maruti,Wagon R LXI BS IV,12,India
Mahindra XUV500 W8 4WD,Hyderabad,16249.38,2015,88428,Diesel,Manual,First,16.0,2179,140.0,7.0,Mahindra,XUV500 W8 4WD,9,India
Tata Indigo LS Dicor,Pune,1916.2,2008,138000,Diesel,Manual,Second,17.1,1396,70.0,5.0,Tata,Indigo LS Dicor,16,India
Maruti Ertiga Paseo VXI,Mumbai,12646.92,2018,18000,Petrol,Manual,First,16.02,1373,93.7,7.0,Maruti,Ertiga Paseo VXI,6,India
Honda Accord 2.4 A/T,Mumbai,6821.67,2011,60000,Petrol,Automatic,First,11.7,2354,177.6,5.0,Honda,Accord 2.4 A/T,13,Japan
Maruti Swift Dzire VDi,Kolkata,5671.95,2012,48000,Diesel,Manual,First,19.3,1248,73.9,5.0,Maruti,Swift Dzire VDi,12,India
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,4292.29,2009,160000,Diesel,Manual,First,17.8,1399,68.0,5.0,Ford,Fiesta EXi 1.4 TDCi Ltd,15,USA
Honda City ZX GXi,Kolkata,2759.33,2008,40000,Petrol,Manual,First,17.7,1497,78.0,5.0,Honda,City ZX GXi,16,Japan
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,33648.47,2014,51495,Diesel,Automatic,First,17.68,1968,174.33,5.0,Audi,A6 2011-2015 2.0 TDI Premium Plus,10,Germany
BMW 6 Series 640d Gran Coupe,Mumbai,75115.04,2011,30000,Diesel,Automatic,First,9.52,2993,313.0,4.0,BMW,6 Series 640d Gran Coupe,13,Germany
Audi Q7 45 TDI Quattro Technology,Coimbatore,96070.6,2017,97430,Diesel,Automatic,First,14.75,2967,245.0,7.0,Audi,Q7 45 TDI Quattro Technology,7,Germany
Maruti Zen Estilo LXI Green (CNG),Pune,2146.14,2008,42496,CNG,Manual,First,26.3,998,67.1,5.0,Maruti,Zen Estilo LXI Green (CNG),16,India
Hyundai i20 1.4 CRDi Asta,Pune,8431.28,2012,83000,Diesel,Manual,First,23.0,1396,90.0,5.0,Hyundai,i20 1.4 CRDi Asta,12,South Korea
